cod,sigla,valor,periodo,ano
5210406,Itaberaí,3,1989-01-15,1989
5218805,Rio Verde,23,1989-01-15,1989
5219605,Santa Tereza de Goiás,1,1989-01-15,1989
5220207,São Miguel do Araguaia,1,1989-01-15,1989
5214705,Nova América,0,1989-01-15,1989
5221551,Turvelândia,1,1989-01-15,1989
5213103,Mineiros,7,1989-01-15,1989
5214101,Mutunópolis,0,1989-01-15,1989
5221304,Três Ranchos,0,1989-01-15,1989
5218706,Rianápolis,0,1989-01-15,1989
5212600,Mairipotaba,1,1989-01-15,1989
5211800,Jaraguá,5,1989-01-15,1989
5215603,Padre Bernardo,3,1989-01-15,1989
5210307,Israelândia,1,1989-01-15,1989
5215702,Palmeiras de Goiás,1,1989-01-15,1989
5221502,Turvânia,1,1989-01-15,1989
5215009,Nova Veneza,0,1989-01-15,1989
5218391,Professor Jamil,0,1989-01-15,1989
5214606,Niquelândia,6,1989-01-15,1989
5214408,Nazário,1,1989-01-15,1989
5214879,Nova Iguaçu de Goiás,0,1989-01-15,1989
5219258,Santa Fé de Goiás,0,1989-01-15,1989
5211404,Itauçu,1,1989-01-15,1989
5219001,Sanclerlândia,0,1989-01-15,1989
5220280,São Patrício,0,1989-01-15,1989
5216908,Pilar de Goiás,0,1989-01-15,1989
5219803,São Domingos,0,1989-01-15,1989
5221403,Trindade,7,1989-01-15,1989
5212956,Matrinchã,0,1989-01-15,1989
5218300,Posse,1,1989-01-15,1989
5218003,Porangatu,13,1989-01-15,1989
5221452,Trombas,0,1989-01-15,1989
5210208,Iporá,8,1989-01-15,1989
5219506,Santa Rosa de Goiás,1,1989-01-15,1989
5215652,Palestina de Goiás,0,1989-01-15,1989
5214507,Nerópolis,0,1989-01-15,1989
5210158,Ipiranga de Goiás,0,1989-01-15,1989
5220157,São Luíz do Norte,1,1989-01-15,1989
5210109,Ipameri,3,1989-01-15,1989
5211305,Itarumã,2,1989-01-15,1989
5217401,Pires do Rio,6,1989-01-15,1989
5219902,São Francisco de Goiás,4,1989-01-15,1989
5220009,São João d'Aliança,2,1989-01-15,1989
5216809,Petrolina de Goiás,1,1989-01-15,1989
5212709,Mambaí,2,1989-01-15,1989
5210000,Inhumas,2,1989-01-15,1989
5219738,Santo Antônio de Goiás,0,1989-01-15,1989
5209952,Indiara,1,1989-01-15,1989
5211909,Jataí,17,1989-01-15,1989
5220405,São Simão,1,1989-01-15,1989
5217609,Planaltina,13,1989-01-15,1989
5209937,Inaciolândia,0,1989-01-15,1989
5213756,Montividiu,0,1989-01-15,1989
5213087,Minaçu,1,1989-01-15,1989
5209903,Iaciara,1,1989-01-15,1989
5209804,Hidrolina,3,1989-01-15,1989
5209705,Hidrolândia,3,1989-01-15,1989
5213707,Montes Claros de Goiás,1,1989-01-15,1989
5209606,Heitoraí,1,1989-01-15,1989
5209457,Guarinos,0,1989-01-15,1989
5209408,Guarani de Goiás,0,1989-01-15,1989
5222054,Vicentinópolis,2,1989-01-15,1989
5209291,Guaraíta,0,1989-01-15,1989
5209200,Guapó,4,1989-01-15,1989
5209150,Gouvelândia,0,1989-01-15,1989
5217708,Pontalina,2,1989-01-15,1989
5212006,Jaupaci,0,1989-01-15,1989
5209101,Goiatuba,10,1989-01-15,1989
5208905,Goiás,3,1989-01-15,1989
5208806,Goianira,1,1989-01-15,1989
5208707,Goiânia,232,1989-01-15,1989
5208608,Goianésia,10,1989-01-15,1989
5211206,Itapuranga,6,1989-01-15,1989
5208509,Goiandira,0,1989-01-15,1989
5208400,Goianápolis,2,1989-01-15,1989
5208301,Divinópolis de Goiás,0,1989-01-15,1989
5208152,Gameleira de Goiás,0,1989-01-15,1989
5218904,Rubiataba,4,1989-01-15,1989
5208103,Formoso,0,1989-01-15,1989
5208004,Formosa,15,1989-01-15,1989
5207907,Flores de Goiás,2,1989-01-15,1989
5219308,Santa Helena de Goiás,4,1989-01-15,1989
5215207,Novo Brasil,1,1989-01-15,1989
5207808,Firminópolis,1,1989-01-15,1989
5207600,Fazenda Nova,1,1989-01-15,1989
5207535,Faina,0,1989-01-15,1989
5207501,Estrela do Norte,0,1989-01-15,1989
5207402,Edéia,3,1989-01-15,1989
5207352,Edealina,1,1989-01-15,1989
5216452,Perolândia,0,1989-01-15,1989
5220454,Senador Canedo,0,1989-01-15,1989
5207253,Doverlândia,0,1989-01-15,1989
5207105,Diorama,0,1989-01-15,1989
5206909,Davinópolis,2,1989-01-15,1989
5214861,Nova Glória,2,1989-01-15,1989
5206800,Damolândia,1,1989-01-15,1989
5206701,Damianópolis,0,1989-01-15,1989
5206602,Cumari,0,1989-01-15,1989
5206503,Cromínia,0,1989-01-15,1989
5206404,Crixás,2,1989-01-15,1989
5206305,Cristianópolis,0,1989-01-15,1989
5206206,Cristalina,5,1989-01-15,1989
5205901,Corumbaíba,0,1989-01-15,1989
5205802,Corumbá de Goiás,3,1989-01-15,1989
5205703,Córrego do Ouro,1,1989-01-15,1989
5218789,Rio Quente,0,1989-01-15,1989
5205521,Colinas do Sul,0,1989-01-15,1989
5205513,Cocalzinho de Goiás,0,1989-01-15,1989
5205497,Cidade Ocidental,0,1989-01-15,1989
5213772,Montividiu do Norte,0,1989-01-15,1989
5222005,Vianópolis,1,1989-01-15,1989
5205471,Chapadão do Céu,0,1989-01-15,1989
5205455,Cezarina,0,1989-01-15,1989
5220504,Serranópolis,2,1989-01-15,1989
5205406,Ceres,4,1989-01-15,1989
5205307,Cavalcante,1,1989-01-15,1989
5205208,Caturaí,0,1989-01-15,1989
5212055,Jesúpolis,0,1989-01-15,1989
5205109,Catalão,6,1989-01-15,1989
5205059,Castelândia,0,1989-01-15,1989
5205000,Carmo do Rio Verde,2,1989-01-15,1989
5204953,Campos Verdes,6,1989-01-15,1989
5204904,Campos Belos,3,1989-01-15,1989
5204854,Campo Limpo de Goiás,0,1989-01-15,1989
5204805,Campo Alegre de Goiás,0,1989-01-15,1989
5218607,Rialma,0,1989-01-15,1989
5204706,Campinorte,0,1989-01-15,1989
5211008,Itapirapuã,3,1989-01-15,1989
5204656,Campinaçu,0,1989-01-15,1989
5204607,Campestre de Goiás,1,1989-01-15,1989
5204557,Caldazinha,0,1989-01-15,1989
5204508,Caldas Novas,6,1989-01-15,1989
5217104,Piracanjuba,3,1989-01-15,1989
5214804,Nova Aurora,1,1989-01-15,1989
5204409,Caiapônia,2,1989-01-15,1989
5221908,Varjão,0,1989-01-15,1989
5204300,Caçu,1,1989-01-15,1989
5220108,São Luís de Montes Belos,2,1989-01-15,1989
5204250,Cachoeira Dourada,0,1989-01-15,1989
5211701,Jandaia,1,1989-01-15,1989
5204201,Cachoeira de Goiás,0,1989-01-15,1989
5204102,Cachoeira Alta,1,1989-01-15,1989
5204003,Cabeceiras,2,1989-01-15,1989
5203906,Buriti Alegre,1,1989-01-15,1989
5203807,Britânia,1,1989-01-15,1989
5203609,Brazabrantes,0,1989-01-15,1989
5203575,Bonópolis,0,1989-01-15,1989
5203559,Bonfinópolis,0,1989-01-15,1989
5215231,Novo Gama,0,1989-01-15,1989
5203500,Bom Jesus de Goiás,3,1989-01-15,1989
5203401,Bom Jardim de Goiás,0,1989-01-15,1989
5219712,Santo Antônio da Barra,0,1989-01-15,1989
5203302,Bela Vista de Goiás,1,1989-01-15,1989
5203203,Barro Alto,2,1989-01-15,1989
5203104,Baliza,0,1989-01-15,1989
5216403,Paraúna,2,1989-01-15,1989
5202809,Avelinópolis,0,1989-01-15,1989
5202601,Aurilândia,0,1989-01-15,1989
5202502,Aruanã,0,1989-01-15,1989
5202353,Arenópolis,2,1989-01-15,1989
5202155,Araguapaz,0,1989-01-15,1989
5218052,Porteirão,0,1989-01-15,1989
5201801,Aragoiânia,0,1989-01-15,1989
5220603,Silvânia,2,1989-01-15,1989
5213806,Morrinhos,1,1989-01-15,1989
5201702,Aragarças,3,1989-01-15,1989
5201603,Araçu,0,1989-01-15,1989
5201504,Aporé,1,1989-01-15,1989
5201454,Aparecida do Rio Doce,0,1989-01-15,1989
5201405,Aparecida de Goiânia,24,1989-01-15,1989
5201306,Anicuns,2,1989-01-15,1989
5201207,Anhanguera,0,1989-01-15,1989
5201108,Anápolis,66,1989-01-15,1989
5200902,Amorinópolis,1,1989-01-15,1989
5200852,Americano do Brasil,0,1989-01-15,1989
5212105,Joviânia,1,1989-01-15,1989
5200829,Amaralina,0,1989-01-15,1989
5200803,Alvorada do Norte,0,1989-01-15,1989
5200605,Alto Paraíso de Goiás,1,1989-01-15,1989
5200555,Alto Horizonte,0,1989-01-15,1989
5211503,Itumbiara,20,1989-01-15,1989
5200506,Aloândia,0,1989-01-15,1989
5200308,Alexânia,8,1989-01-15,1989
5200258,Águas Lindas de Goiás,0,1989-01-15,1989
5221858,Valparaíso de Goiás,0,1989-01-15,1989
5200209,Água Limpa,0,1989-01-15,1989
5200175,Água Fria de Goiás,0,1989-01-15,1989
5200159,Adelândia,0,1989-01-15,1989
5200134,Acreúna,6,1989-01-15,1989
5210901,Itapaci,3,1989-01-15,1989
5200100,Abadiânia,1,1989-01-15,1989
5200050,Abadia de Goiás,0,1989-01-15,1989
5214838,Nova Crixás,4,1989-01-15,1989
5212808,Mara Rosa,6,1989-01-15,1989
5219357,Santa Isabel,0,1989-01-15,1989
5220686,Simolândia,0,1989-01-15,1989
5215256,Novo Planalto,0,1989-01-15,1989
5211602,Ivolândia,2,1989-01-15,1989
5220264,São Miguel do Passa Quatro,0,1989-01-15,1989
5213855,Morro Agudo de Goiás,0,1989-01-15,1989
5216304,Paranaiguara,0,1989-01-15,1989
5217203,Piranhas,1,1989-01-15,1989
5213053,Mimoso de Goiás,0,1989-01-15,1989
5212204,Jussara,3,1989-01-15,1989
5221809,Urutaí,0,1989-01-15,1989
5210802,Itajá,1,1989-01-15,1989
5222203,Vila Boa,0,1989-01-15,1989
5220702,Sítio d'Abadia,0,1989-01-15,1989
5219209,Santa Cruz de Goiás,0,1989-01-15,1989
5219407,Santa Rita do Araguaia,0,1989-01-15,1989
5217302,Pirenópolis,1,1989-01-15,1989
5210604,Itaguaru,1,1989-01-15,1989
5219704,Santa Terezinha de Goiás,10,1989-01-15,1989
5213905,Mossâmedes,1,1989-01-15,1989
5213400,Moiporá,1,1989-01-15,1989
5221700,Uruana,3,1989-01-15,1989
5215306,Orizona,3,1989-01-15,1989
5216007,Panamá,0,1989-01-15,1989
5218508,Quirinópolis,9,1989-01-15,1989
5212253,Lagoa Santa,0,1989-01-15,1989
5213004,Maurilândia,2,1989-01-15,1989
5221007,Taquaral de Goiás,0,1989-01-15,1989
5215405,Ouro Verde de Goiás,0,1989-01-15,1989
5213509,Monte Alegre de Goiás,1,1989-01-15,1989
5218102,Portelândia,0,1989-01-15,1989
5214002,Mozarlândia,2,1989-01-15,1989
5210562,Itaguari,0,1989-01-15,1989
5221601,Uruaçu,10,1989-01-15,1989
5222302,Vila Propício,0,1989-01-15,1989
5214903,Nova Roma,0,1989-01-15,1989
5212303,Leopoldo de Bulhões,3,1989-01-15,1989
5215900,Palminópolis,0,1989-01-15,1989
5214051,Mundo Novo,2,1989-01-15,1989
5221080,Teresina de Goiás,0,1989-01-15,1989
5219753,Santo Antônio do Descoberto,6,1989-01-15,1989
5212907,Marzagão,0,1989-01-15,1989
5219100,Santa Bárbara de Goiás,2,1989-01-15,1989
5212501,Luziânia,34,1989-01-15,1989
5215504,Ouvidor,1,1989-01-15,1989
5221577,Uirapuru,0,1989-01-15,1989
5221197,Terezópolis de Goiás,0,1989-01-15,1989
5220058,São João da Paraúna,1,1989-01-15,1989
5215801,Palmelo,0,1989-01-15,1989
5219456,Santa Rita do Novo Destino,0,1989-01-15,1989
5204656,Campinaçu,0,1990-01-15,1990
5204607,Campestre de Goiás,0,1990-01-15,1990
5219456,Santa Rita do Novo Destino,0,1990-01-15,1990
5221197,Terezópolis de Goiás,0,1990-01-15,1990
5204557,Caldazinha,0,1990-01-15,1990
5213707,Montes Claros de Goiás,2,1990-01-15,1990
5219605,Santa Tereza de Goiás,0,1990-01-15,1990
5204508,Caldas Novas,3,1990-01-15,1990
5221908,Varjão,0,1990-01-15,1990
5204409,Caiapônia,0,1990-01-15,1990
5221577,Uirapuru,0,1990-01-15,1990
5204300,Caçu,2,1990-01-15,1990
5220702,Sítio d'Abadia,1,1990-01-15,1990
5214705,Nova América,0,1990-01-15,1990
5221551,Turvelândia,0,1990-01-15,1990
5204250,Cachoeira Dourada,1,1990-01-15,1990
5204201,Cachoeira de Goiás,0,1990-01-15,1990
5212501,Luziânia,60,1990-01-15,1990
5204102,Cachoeira Alta,2,1990-01-15,1990
5214101,Mutunópolis,0,1990-01-15,1990
5204003,Cabeceiras,0,1990-01-15,1990
5203906,Buriti Alegre,1,1990-01-15,1990
5215009,Nova Veneza,1,1990-01-15,1990
5203807,Britânia,4,1990-01-15,1990
5211701,Jandaia,1,1990-01-15,1990
5203609,Brazabrantes,0,1990-01-15,1990
5203575,Bonópolis,0,1990-01-15,1990
5213103,Mineiros,7,1990-01-15,1990
5219712,Santo Antônio da Barra,0,1990-01-15,1990
5203559,Bonfinópolis,0,1990-01-15,1990
5203500,Bom Jesus de Goiás,3,1990-01-15,1990
5219258,Santa Fé de Goiás,1,1990-01-15,1990
5217609,Planaltina,4,1990-01-15,1990
5203401,Bom Jardim de Goiás,0,1990-01-15,1990
5215231,Novo Gama,0,1990-01-15,1990
5221304,Três Ranchos,0,1990-01-15,1990
5203302,Bela Vista de Goiás,1,1990-01-15,1990
5210604,Itaguaru,0,1990-01-15,1990
5203203,Barro Alto,1,1990-01-15,1990
5216403,Paraúna,0,1990-01-15,1990
5203104,Baliza,0,1990-01-15,1990
5219704,Santa Terezinha de Goiás,9,1990-01-15,1990
5214879,Nova Iguaçu de Goiás,0,1990-01-15,1990
5212600,Mairipotaba,0,1990-01-15,1990
5210562,Itaguari,0,1990-01-15,1990
5202809,Avelinópolis,0,1990-01-15,1990
5220207,São Miguel do Araguaia,1,1990-01-15,1990
5211800,Jaraguá,5,1990-01-15,1990
5202601,Aurilândia,0,1990-01-15,1990
5210307,Israelândia,0,1990-01-15,1990
5222203,Vila Boa,0,1990-01-15,1990
5202502,Aruanã,0,1990-01-15,1990
5221601,Uruaçu,6,1990-01-15,1990
5215603,Padre Bernardo,4,1990-01-15,1990
5202353,Arenópolis,0,1990-01-15,1990
5215702,Palmeiras de Goiás,0,1990-01-15,1990
5202155,Araguapaz,0,1990-01-15,1990
5214002,Mozarlândia,0,1990-01-15,1990
5221502,Turvânia,0,1990-01-15,1990
5222302,Vila Propício,0,1990-01-15,1990
5221080,Teresina de Goiás,0,1990-01-15,1990
5219209,Santa Cruz de Goiás,1,1990-01-15,1990
5201801,Aragoiânia,1,1990-01-15,1990
5220603,Silvânia,1,1990-01-15,1990
5201702,Aragarças,2,1990-01-15,1990
5214606,Niquelândia,4,1990-01-15,1990
5201603,Araçu,0,1990-01-15,1990
5213806,Morrinhos,5,1990-01-15,1990
5220058,São João da Paraúna,0,1990-01-15,1990
5201504,Aporé,0,1990-01-15,1990
5213905,Mossâmedes,0,1990-01-15,1990
5216908,Pilar de Goiás,0,1990-01-15,1990
5218052,Porteirão,0,1990-01-15,1990
5201454,Aparecida do Rio Doce,0,1990-01-15,1990
5201405,Aparecida de Goiânia,28,1990-01-15,1990
5214408,Nazário,0,1990-01-15,1990
5201306,Anicuns,1,1990-01-15,1990
5219407,Santa Rita do Araguaia,1,1990-01-15,1990
5217302,Pirenópolis,1,1990-01-15,1990
5201207,Anhanguera,0,1990-01-15,1990
5201108,Anápolis,45,1990-01-15,1990
5218102,Portelândia,0,1990-01-15,1990
5200902,Amorinópolis,0,1990-01-15,1990
5212956,Matrinchã,1,1990-01-15,1990
5214051,Mundo Novo,0,1990-01-15,1990
5200852,Americano do Brasil,1,1990-01-15,1990
5217203,Piranhas,0,1990-01-15,1990
5220280,São Patrício,0,1990-01-15,1990
5211503,Itumbiara,17,1990-01-15,1990
5221700,Uruana,0,1990-01-15,1990
5200829,Amaralina,0,1990-01-15,1990
5219001,Sanclerlândia,0,1990-01-15,1990
5221403,Trindade,9,1990-01-15,1990
5212105,Joviânia,2,1990-01-15,1990
5218706,Rianápolis,0,1990-01-15,1990
5214903,Nova Roma,0,1990-01-15,1990
5200803,Alvorada do Norte,1,1990-01-15,1990
5200605,Alto Paraíso de Goiás,0,1990-01-15,1990
5200555,Alto Horizonte,0,1990-01-15,1990
5200506,Aloândia,0,1990-01-15,1990
5215306,Orizona,1,1990-01-15,1990
5200308,Alexânia,4,1990-01-15,1990
5216007,Panamá,0,1990-01-15,1990
5221858,Valparaíso de Goiás,0,1990-01-15,1990
5200258,Águas Lindas de Goiás,0,1990-01-15,1990
5218508,Quirinópolis,7,1990-01-15,1990
5218300,Posse,2,1990-01-15,1990
5200209,Água Limpa,1,1990-01-15,1990
5221452,Trombas,0,1990-01-15,1990
5210901,Itapaci,0,1990-01-15,1990
5200175,Água Fria de Goiás,0,1990-01-15,1990
5210208,Iporá,2,1990-01-15,1990
5200159,Adelândia,0,1990-01-15,1990
5219100,Santa Bárbara de Goiás,0,1990-01-15,1990
5200134,Acreúna,4,1990-01-15,1990
5200100,Abadiânia,1,1990-01-15,1990
5213400,Moiporá,0,1990-01-15,1990
5214507,Nerópolis,1,1990-01-15,1990
5200050,Abadia de Goiás,0,1990-01-15,1990
5215652,Palestina de Goiás,0,1990-01-15,1990
5219506,Santa Rosa de Goiás,1,1990-01-15,1990
5218003,Porangatu,6,1990-01-15,1990
5220157,São Luíz do Norte,0,1990-01-15,1990
5210158,Ipiranga de Goiás,0,1990-01-15,1990
5211305,Itarumã,2,1990-01-15,1990
5210109,Ipameri,4,1990-01-15,1990
5219803,São Domingos,1,1990-01-15,1990
5217401,Pires do Rio,0,1990-01-15,1990
5220009,São João d'Aliança,0,1990-01-15,1990
5216809,Petrolina de Goiás,3,1990-01-15,1990
5219902,São Francisco de Goiás,1,1990-01-15,1990
5219738,Santo Antônio de Goiás,0,1990-01-15,1990
5212253,Lagoa Santa,0,1990-01-15,1990
5210000,Inhumas,2,1990-01-15,1990
5212808,Mara Rosa,2,1990-01-15,1990
5211404,Itauçu,3,1990-01-15,1990
5212907,Marzagão,0,1990-01-15,1990
5217708,Pontalina,1,1990-01-15,1990
5212709,Mambaí,0,1990-01-15,1990
5210406,Itaberaí,3,1990-01-15,1990
5213087,Minaçu,10,1990-01-15,1990
5219357,Santa Isabel,1,1990-01-15,1990
5209952,Indiara,3,1990-01-15,1990
5220686,Simolândia,0,1990-01-15,1990
5211909,Jataí,9,1990-01-15,1990
5219753,Santo Antônio do Descoberto,7,1990-01-15,1990
5220405,São Simão,0,1990-01-15,1990
5211602,Ivolândia,2,1990-01-15,1990
5213509,Monte Alegre de Goiás,0,1990-01-15,1990
5215256,Novo Planalto,0,1990-01-15,1990
5209937,Inaciolândia,0,1990-01-15,1990
5216304,Paranaiguara,0,1990-01-15,1990
5218391,Professor Jamil,0,1990-01-15,1990
5214804,Nova Aurora,0,1990-01-15,1990
5209903,Iaciara,3,1990-01-15,1990
5213756,Montividiu,1,1990-01-15,1990
5209804,Hidrolina,1,1990-01-15,1990
5209705,Hidrolândia,2,1990-01-15,1990
5213855,Morro Agudo de Goiás,0,1990-01-15,1990
5214838,Nova Crixás,1,1990-01-15,1990
5209606,Heitoraí,2,1990-01-15,1990
5220264,São Miguel do Passa Quatro,0,1990-01-15,1990
5209457,Guarinos,0,1990-01-15,1990
5213004,Maurilândia,0,1990-01-15,1990
5222054,Vicentinópolis,1,1990-01-15,1990
5209408,Guarani de Goiás,0,1990-01-15,1990
5213053,Mimoso de Goiás,0,1990-01-15,1990
5209291,Guaraíta,0,1990-01-15,1990
5209200,Guapó,1,1990-01-15,1990
5209150,Gouvelândia,0,1990-01-15,1990
5209101,Goiatuba,6,1990-01-15,1990
5208905,Goiás,3,1990-01-15,1990
5208806,Goianira,5,1990-01-15,1990
5214861,Nova Glória,1,1990-01-15,1990
5211206,Itapuranga,0,1990-01-15,1990
5208707,Goiânia,175,1990-01-15,1990
5208608,Goianésia,6,1990-01-15,1990
5208509,Goiandira,0,1990-01-15,1990
5208400,Goianápolis,0,1990-01-15,1990
5208301,Divinópolis de Goiás,0,1990-01-15,1990
5221809,Urutaí,1,1990-01-15,1990
5208152,Gameleira de Goiás,0,1990-01-15,1990
5215504,Ouvidor,0,1990-01-15,1990
5208103,Formoso,3,1990-01-15,1990
5208004,Formosa,20,1990-01-15,1990
5221007,Taquaral de Goiás,1,1990-01-15,1990
5207907,Flores de Goiás,1,1990-01-15,1990
5207808,Firminópolis,0,1990-01-15,1990
5207600,Fazenda Nova,0,1990-01-15,1990
5215207,Novo Brasil,0,1990-01-15,1990
5207535,Faina,0,1990-01-15,1990
5219308,Santa Helena de Goiás,9,1990-01-15,1990
5212204,Jussara,3,1990-01-15,1990
5207501,Estrela do Norte,0,1990-01-15,1990
5216452,Perolândia,0,1990-01-15,1990
5207402,Edéia,0,1990-01-15,1990
5215405,Ouro Verde de Goiás,1,1990-01-15,1990
5207352,Edealina,1,1990-01-15,1990
5207253,Doverlândia,0,1990-01-15,1990
5220454,Senador Canedo,1,1990-01-15,1990
5207105,Diorama,0,1990-01-15,1990
5218805,Rio Verde,22,1990-01-15,1990
5215900,Palminópolis,0,1990-01-15,1990
5218904,Rubiataba,2,1990-01-15,1990
5206909,Davinópolis,0,1990-01-15,1990
5212006,Jaupaci,0,1990-01-15,1990
5206800,Damolândia,0,1990-01-15,1990
5206701,Damianópolis,0,1990-01-15,1990
5206602,Cumari,0,1990-01-15,1990
5206503,Cromínia,0,1990-01-15,1990
5206404,Crixás,12,1990-01-15,1990
5215801,Palmelo,1,1990-01-15,1990
5210802,Itajá,2,1990-01-15,1990
5206305,Cristianópolis,0,1990-01-15,1990
5206206,Cristalina,3,1990-01-15,1990
5205901,Corumbaíba,1,1990-01-15,1990
5205802,Corumbá de Goiás,5,1990-01-15,1990
5212303,Leopoldo de Bulhões,0,1990-01-15,1990
5205703,Córrego do Ouro,0,1990-01-15,1990
5205521,Colinas do Sul,1,1990-01-15,1990
5205513,Cocalzinho de Goiás,0,1990-01-15,1990
5222005,Vianópolis,1,1990-01-15,1990
5205497,Cidade Ocidental,0,1990-01-15,1990
5205471,Chapadão do Céu,0,1990-01-15,1990
5213772,Montividiu do Norte,0,1990-01-15,1990
5205455,Cezarina,0,1990-01-15,1990
5205406,Ceres,1,1990-01-15,1990
5220504,Serranópolis,2,1990-01-15,1990
5205307,Cavalcante,0,1990-01-15,1990
5205208,Caturaí,1,1990-01-15,1990
5205109,Catalão,6,1990-01-15,1990
5205059,Castelândia,0,1990-01-15,1990
5205000,Carmo do Rio Verde,1,1990-01-15,1990
5217104,Piracanjuba,1,1990-01-15,1990
5212055,Jesúpolis,0,1990-01-15,1990
5204953,Campos Verdes,5,1990-01-15,1990
5218607,Rialma,0,1990-01-15,1990
5204904,Campos Belos,3,1990-01-15,1990
5218789,Rio Quente,0,1990-01-15,1990
5204854,Campo Limpo de Goiás,0,1990-01-15,1990
5204805,Campo Alegre de Goiás,0,1990-01-15,1990
5211008,Itapirapuã,0,1990-01-15,1990
5204706,Campinorte,5,1990-01-15,1990
5220108,São Luís de Montes Belos,4,1990-01-15,1990
5211503,Itumbiara,27,1991-01-15,1991
5211404,Itauçu,1,1991-01-15,1991
5217203,Piranhas,4,1991-01-15,1991
5211305,Itarumã,0,1991-01-15,1991
5217708,Pontalina,0,1991-01-15,1991
5219803,São Domingos,1,1991-01-15,1991
5211206,Itapuranga,3,1991-01-15,1991
5220108,São Luís de Montes Belos,4,1991-01-15,1991
5211008,Itapirapuã,4,1991-01-15,1991
5210901,Itapaci,3,1991-01-15,1991
5210802,Itajá,1,1991-01-15,1991
5210604,Itaguaru,2,1991-01-15,1991
5217302,Pirenópolis,13,1991-01-15,1991
5210562,Itaguari,1,1991-01-15,1991
5220058,São João da Paraúna,1,1991-01-15,1991
5210406,Itaberaí,5,1991-01-15,1991
5217609,Planaltina,18,1991-01-15,1991
5210307,Israelândia,3,1991-01-15,1991
5213087,Minaçu,7,1991-01-15,1991
5214861,Nova Glória,0,1991-01-15,1991
5210208,Iporá,5,1991-01-15,1991
5210158,Ipiranga de Goiás,0,1991-01-15,1991
5210109,Ipameri,1,1991-01-15,1991
5220009,São João d'Aliança,0,1991-01-15,1991
5217401,Pires do Rio,3,1991-01-15,1991
5219902,São Francisco de Goiás,0,1991-01-15,1991
5210000,Inhumas,3,1991-01-15,1991
5209952,Indiara,3,1991-01-15,1991
5209937,Inaciolândia,0,1991-01-15,1991
5209903,Iaciara,4,1991-01-15,1991
5209804,Hidrolina,1,1991-01-15,1991
5209705,Hidrolândia,0,1991-01-15,1991
5209606,Heitoraí,0,1991-01-15,1991
5222054,Vicentinópolis,0,1991-01-15,1991
5209457,Guarinos,1,1991-01-15,1991
5209408,Guarani de Goiás,1,1991-01-15,1991
5209291,Guaraíta,0,1991-01-15,1991
5209200,Guapó,1,1991-01-15,1991
5209150,Gouvelândia,0,1991-01-15,1991
5209101,Goiatuba,3,1991-01-15,1991
5208905,Goiás,5,1991-01-15,1991
5208806,Goianira,0,1991-01-15,1991
5208707,Goiânia,204,1991-01-15,1991
5208608,Goianésia,8,1991-01-15,1991
5208509,Goiandira,1,1991-01-15,1991
5208400,Goianápolis,2,1991-01-15,1991
5208301,Divinópolis de Goiás,0,1991-01-15,1991
5208152,Gameleira de Goiás,0,1991-01-15,1991
5208103,Formoso,2,1991-01-15,1991
5208004,Formosa,26,1991-01-15,1991
5207907,Flores de Goiás,2,1991-01-15,1991
5207808,Firminópolis,0,1991-01-15,1991
5207600,Fazenda Nova,2,1991-01-15,1991
5207535,Faina,1,1991-01-15,1991
5207501,Estrela do Norte,1,1991-01-15,1991
5215207,Novo Brasil,2,1991-01-15,1991
5213756,Montividiu,0,1991-01-15,1991
5207402,Edéia,2,1991-01-15,1991
5207352,Edealina,0,1991-01-15,1991
5219308,Santa Helena de Goiás,9,1991-01-15,1991
5207253,Doverlândia,0,1991-01-15,1991
5207105,Diorama,0,1991-01-15,1991
5206909,Davinópolis,1,1991-01-15,1991
5206800,Damolândia,0,1991-01-15,1991
5206701,Damianópolis,0,1991-01-15,1991
5206602,Cumari,1,1991-01-15,1991
5206503,Cromínia,0,1991-01-15,1991
5206404,Crixás,4,1991-01-15,1991
5206305,Cristianópolis,0,1991-01-15,1991
5206206,Cristalina,6,1991-01-15,1991
5205901,Corumbaíba,1,1991-01-15,1991
5205802,Corumbá de Goiás,7,1991-01-15,1991
5205703,Córrego do Ouro,1,1991-01-15,1991
5205521,Colinas do Sul,0,1991-01-15,1991
5222005,Vianópolis,1,1991-01-15,1991
5205513,Cocalzinho de Goiás,0,1991-01-15,1991
5205497,Cidade Ocidental,0,1991-01-15,1991
5205471,Chapadão do Céu,0,1991-01-15,1991
5205455,Cezarina,0,1991-01-15,1991
5213772,Montividiu do Norte,0,1991-01-15,1991
5205406,Ceres,2,1991-01-15,1991
5205307,Cavalcante,0,1991-01-15,1991
5205208,Caturaí,1,1991-01-15,1991
5218607,Rialma,0,1991-01-15,1991
5205109,Catalão,2,1991-01-15,1991
5205059,Castelândia,0,1991-01-15,1991
5205000,Carmo do Rio Verde,1,1991-01-15,1991
5204953,Campos Verdes,2,1991-01-15,1991
5204904,Campos Belos,2,1991-01-15,1991
5204854,Campo Limpo de Goiás,0,1991-01-15,1991
5213053,Mimoso de Goiás,1,1991-01-15,1991
5204805,Campo Alegre de Goiás,0,1991-01-15,1991
5204706,Campinorte,1,1991-01-15,1991
5204656,Campinaçu,1,1991-01-15,1991
5204607,Campestre de Goiás,0,1991-01-15,1991
5204557,Caldazinha,0,1991-01-15,1991
5221908,Varjão,0,1991-01-15,1991
